,target_chemblid,year,max_phase,size,cumsum,best_phase,total_compounds,number_of_targets,avg,difference,r_difference,peak_to_current,target
7181,CHEMBL1770034,2016,0.0,1.0,105,0,373003.0,1151,324.068635969,2.6809435849e-06,5.36224160733e-06,0.196798477248,Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma
7613,CHEMBL1787,2016,0.0,14.0,743,0,373003.0,1151,324.068635969,3.75332101887e-05,1.07412804637e-05,0.00728695149844,Steroid 5-alpha-reductase 1
9692,CHEMBL1828,2016,0.0,0.0,182,0,373003.0,1151,324.068635969,0.0,3.82819530629e-06,0.00714944808421,DNA polymerase alpha subunit
9746,CHEMBL1830,2016,0.0,0.0,125,0,373003.0,1151,324.068635969,0.0,1.75673972826e-05,0.0363355535598,Ribonucleoside-diphosphate reductase M1 chain
9827,CHEMBL1835,2016,0.0,0.0,1573,0,373003.0,1151,324.068635969,0.0,7.7189240556e-07,0.000129177988662,Thromboxane-A synthase
10151,CHEMBL1853,2016,0.0,8.0,869,0,373003.0,1151,324.068635969,2.14475486792e-05,2.00361245638e-05,0.0459495753871,Somatostatin receptor 4
10421,CHEMBL1866,2016,0.0,0.0,105,0,373003.0,1151,324.068635969,0.0,1.12213760784e-06,0.0345729157451,Voltage-gated potassium channel subunit Kv7.1
10529,CHEMBL1870,2016,0.0,0.0,387,0,373003.0,1151,324.068635969,0.0,1.59896664279e-05,0.043256121938,Retinoid X receptor beta
10691,CHEMBL1882,2016,0.0,0.0,500,0,373003.0,1151,324.068635969,0.0,2.35581249617e-05,0.16880601156,Neuronal acetylcholine receptor protein alpha-4 subunit
10934,CHEMBL1900,2016,0.0,1.0,1115,0,373003.0,1151,324.068635969,2.6809435849e-06,1.9205817483e-05,0.0045837503656,Aldose reductase
11042,CHEMBL1904,2016,0.0,9.0,197,0,373003.0,1151,324.068635969,2.41284922641e-05,1.40036390985e-05,0.176401893478,Glutamate [NMDA] receptor subunit epsilon 2
11123,CHEMBL1907,2016,0.0,32.0,654,0,373003.0,1151,324.068635969,8.57901947169e-05,4.09251962054e-05,0.180990777982,Aminopeptidase N
11393,CHEMBL1909484,2016,0.0,3.0,102,0,373003.0,1151,324.068635969,8.04283075471e-06,2.24941561046e-06,0.0771087999933,Sentrin-specific protease 1
11771,CHEMBL1915,2016,0.0,0.0,182,0,373003.0,1151,324.068635969,0.0,2.15417419146e-17,1.6747212111e-13,Tubulin beta-1 chain
11852,CHEMBL1918,2016,0.0,0.0,316,0,373003.0,1151,324.068635969,0.0,1.65667505213e-05,0.0744389647188,Glutamate receptor ionotropic kainate 1
11960,CHEMBL1921664,2016,0.0,0.0,106,0,373003.0,1151,324.068635969,0.0,2.14536504881e-17,7.56267085998e-13,Appetite-regulating hormone
12014,CHEMBL1926488,2016,0.0,0.0,208,0,373003.0,1151,324.068635969,0.0,2.14468742245e-17,3.38500955246e-13,Protoporphyrinogen oxidase
12770,CHEMBL1940,2016,0.0,16.0,410,0,373003.0,1151,324.068635969,4.28950973585e-05,4.44079645628e-05,0.0207549588898,Voltage-gated L-type calcium channel alpha-1C subunit
12824,CHEMBL1942,2016,0.0,16.0,1032,0,373003.0,1151,324.068635969,4.28950973585e-05,4.46450668676e-05,0.134890011793,Alpha-2b adrenergic receptor
12851,CHEMBL1943,2016,0.0,0.0,115,0,373003.0,1151,324.068635969,0.0,2.31748214369e-17,9.66145286141e-14,HLA class II histocompatibility antigen DRB1-1
13958,CHEMBL1971,2016,0.0,0.0,109,0,373003.0,1151,324.068635969,0.0,2.46927044784e-17,6.62271020269e-13,Sulfonylurea receptor 2
14552,CHEMBL2002,2016,0.0,0.0,936,0,373003.0,1151,324.068635969,0.0,2.99297330928e-05,0.0699536156872,Inosine-5'-monophosphate dehydrogenase 2
14606,CHEMBL2004,2016,0.0,0.0,346,0,373003.0,1151,324.068635969,0.0,1.03946117495e-05,0.028570511922,Retinoid X receptor gamma
14795,CHEMBL2008,2016,0.0,5.0,1081,0,373003.0,1151,324.068635969,1.34047179245e-05,1.96353224711e-05,0.0147118484445,Retinoic acid receptor beta
15092,CHEMBL2015,2016,0.0,0.0,128,0,373003.0,1151,324.068635969,0.0,3.5393271701e-17,2.79698980429e-13,Glutamate (NMDA) receptor subunit zeta 1
16334,CHEMBL2052028,2016,0.0,6.0,133,0,373003.0,1151,324.068635969,1.60856615094e-05,4.02141537749e-06,0.106629303253,Eukaryotic initiation factor 4A-I
18197,CHEMBL209,2016,0.0,2.0,2084,0,373003.0,1151,324.068635969,5.36188716981e-06,6.33036340303e-05,0.0442154906411,Trypsin I
18548,CHEMBL2116,2016,0.0,5.0,352,0,373003.0,1151,324.068635969,1.34047179245e-05,1.13274452917e-05,0.13452447778,"AMP-activated protein kinase, alpha-2 subunit"
18683,CHEMBL2123,2016,0.0,1.0,433,0,373003.0,1151,324.068635969,2.6809435849e-06,1.23739104557e-05,0.163880346505,Pyrimidinergic receptor P2Y4
20411,CHEMBL2167,2016,0.0,0.0,117,0,373003.0,1151,324.068635969,0.0,2.3870792189e-07,0.000531698192289,Transforming protein p21/H-Ras-1
20546,CHEMBL2169732,2016,0.0,0.0,107,0,373003.0,1151,324.068635969,0.0,1.29270780278e-16,3.84410707104e-12,Hydroxyacid oxidase 2
22274,CHEMBL221,2016,0.0,37.0,4907,0,373003.0,1151,324.068635969,9.91949126415e-05,0.000175533226408,0.0508051456968,Cyclooxygenase-1
22571,CHEMBL2225,2016,0.0,0.0,159,0,373003.0,1151,324.068635969,0.0,3.52785065881e-06,0.0900093016317,Cathepsin H
22652,CHEMBL223,2016,0.0,80.0,1942,0,373003.0,1151,324.068635969,0.000214475486792,0.000119465643906,0.104389662435,Alpha-1d adrenergic receptor
23354,CHEMBL2275,2016,0.0,0.0,133,0,373003.0,1151,324.068635969,0.0,1.10686877415e-16,9.60415738243e-13,Sorbitol dehydrogenase
23435,CHEMBL2282,2016,0.0,0.0,134,0,373003.0,1151,324.068635969,0.0,1.09289273052e-16,2.90912839401e-12,Glucose-6-phosphatase
23462,CHEMBL2284,2016,0.0,7.0,308,0,373003.0,1151,324.068635969,1.87666050943e-05,7.11599815782e-06,0.0161627255642,Glyceraldehyde-3-phosphate dehydrogenase liver
24137,CHEMBL2319,2016,0.0,31.0,258,0,373003.0,1151,324.068635969,8.3109251132e-05,3.77878762515e-05,0.12667165283,Kallikrein 1
24164,CHEMBL232,2016,0.0,48.0,2314,0,373003.0,1151,324.068635969,0.000128685292075,9.61191825761e-05,0.0808061043481,Alpha-1b adrenergic receptor
25352,CHEMBL2334,2016,0.0,22.0,2102,0,373003.0,1151,324.068635969,5.89807588679e-05,9.04747136491e-05,0.123120477607,Caspase-3
25379,CHEMBL2335,2016,0.0,0.0,488,0,373003.0,1151,324.068635969,0.0,2.56458891084e-05,0.0627416813234,Lysosomal Pro-X carboxypeptidase
26378,CHEMBL2378,2016,0.0,8.0,241,0,373003.0,1151,324.068635969,2.14475486792e-05,1.33400351454e-05,0.13763436586,Dual specificity phosphatase Cdc25C
26513,CHEMBL2382,2016,0.0,6.0,184,0,373003.0,1151,324.068635969,1.60856615094e-05,4.02141537747e-06,0.0062185127941,Calpain 2
26594,CHEMBL2386,2016,0.0,0.0,378,0,373003.0,1151,324.068635969,0.0,1.1227760529e-16,4.63856146227e-13,Chymotrypsin C
26729,CHEMBL2392,2016,0.0,0.0,189,0,373003.0,1151,324.068635969,0.0,1.64974964045e-05,0.198798868033,DNA polymerase beta
27620,CHEMBL2421,2016,0.0,0.0,274,0,373003.0,1151,324.068635969,0.0,1.14586617105e-16,2.62295535842e-13,Corticosteroid binding globulin
27674,CHEMBL2424,2016,0.0,0.0,211,0,373003.0,1151,324.068635969,0.0,8.35602842877e-06,0.00613862381157,Glyoxalase I
28268,CHEMBL2447,2016,0.0,0.0,285,0,373003.0,1151,324.068635969,0.0,2.55370865814e-05,0.189825676922,Deoxycytidine kinase
28565,CHEMBL248,2016,0.0,0.0,4778,0,373003.0,1151,324.068635969,0.0,9.11215784918e-05,0.00400518747351,Leukocyte elastase
28997,CHEMBL2518,2016,0.0,2.0,176,0,373003.0,1151,324.068635969,5.36188716981e-06,4.57097827621e-06,0.0109041576274,AICAR transformylase
29105,CHEMBL2522,2016,0.0,7.0,240,0,373003.0,1151,324.068635969,1.87666050943e-05,2.31092406249e-05,0.153790916401,Beta-galactosidase
29132,CHEMBL2524,2016,0.0,4.0,114,0,373003.0,1151,324.068635969,1.07237743396e-05,2.68094358501e-06,0.0424063242522,Alpha-galactosidase A
29240,CHEMBL2531,2016,0.0,0.0,113,0,373003.0,1151,324.068635969,0.0,4.88381355081e-06,0.175006589821,P2X purinoceptor 2
29294,CHEMBL2535,2016,0.0,57.0,135,0,373003.0,1151,324.068635969,0.00015281378434,4.2850433879e-05,0.171694126712,Glucose transporter
29645,CHEMBL2568,2016,0.0,16.0,752,0,373003.0,1151,324.068635969,4.28950973585e-05,1.18459119476e-05,0.0476479325162,Liver glycogen phosphorylase
29672,CHEMBL2569,2016,0.0,0.0,242,0,373003.0,1151,324.068635969,0.0,2.38707921772e-06,0.020606220626,Microsomal triglyceride transfer protein large subunit
30104,CHEMBL2611,2016,0.0,0.0,506,0,373003.0,1151,324.068635969,0.0,1.35459218531e-05,0.108627866913,Furin
30212,CHEMBL2617,2016,0.0,0.0,294,0,373003.0,1151,324.068635969,0.0,4.77415843628e-07,0.00295958871928,Tryptase beta-1
30266,CHEMBL2632,2016,0.0,0.0,152,0,373003.0,1151,324.068635969,0.0,1.05438661274e-16,4.24687504701e-13,HLA class I histocompatibility antigen A-3
30347,CHEMBL2635,2016,0.0,0.0,419,0,373003.0,1151,324.068635969,0.0,2.59491454976e-05,0.13475522009,Dual specificity protein phosphatase 3
30563,CHEMBL2652,2016,0.0,30.0,1232,0,373003.0,1151,324.068635969,8.04283075471e-05,0.000186160113109,0.0202914523289,Phosphodiesterase 2A
30644,CHEMBL2664,2016,0.0,0.0,819,0,373003.0,1151,324.068635969,0.0,4.20258805868e-05,0.0211891184306,Adenosylhomocysteinase
31400,CHEMBL2734,2016,0.0,0.0,187,0,373003.0,1151,324.068635969,0.0,3.34191090475e-06,0.0572856415637,Phospholipase D2
31859,CHEMBL278,2016,0.0,0.0,323,0,373003.0,1151,324.068635969,0.0,9.41392417578e-17,9.66504519829e-13,Integrin alpha-4
31886,CHEMBL2781,2016,0.0,0.0,353,0,373003.0,1151,324.068635969,0.0,9.41629586804e-17,8.54132858434e-13,Sodium/hydrogen exchanger 1
31913,CHEMBL2782,2016,0.0,0.0,700,0,373003.0,1151,324.068635969,0.0,5.78772379008e-05,0.170373883774,Acyl coenzyme A:cholesterol acyltransferase 1
32426,CHEMBL283,2016,0.0,24.0,3116,0,373003.0,1151,324.068635969,6.43426460377e-05,9.53484501758e-05,0.046594617037,Matrix metalloproteinase 3
32669,CHEMBL2864,2016,0.0,0.0,387,0,373003.0,1151,324.068635969,0.0,1.19353960888e-06,0.00189525493608,6-O-methylguanine-DNA methyltransferase
32777,CHEMBL2870,2016,0.0,0.0,177,0,373003.0,1151,324.068635969,0.0,7.50471191267e-17,4.32189262644e-13,Methionyl-tRNA synthetase
32885,CHEMBL2883,2016,0.0,0.0,624,0,373003.0,1151,324.068635969,0.0,7.36647613568e-17,4.2391993156e-14,"Thymidine kinase, cytosolic"
32912,CHEMBL2885,2016,0.0,0.0,389,0,373003.0,1151,324.068635969,0.0,1.53793447172e-05,0.161038776628,Carbonic anhydrase III
33074,CHEMBL2896,2016,0.0,2.0,170,0,373003.0,1151,324.068635969,5.36188716981e-06,3.7833196504e-06,0.082547442759,cGMP-dependent protein kinase 2
33101,CHEMBL2897,2016,0.0,1.0,198,0,373003.0,1151,324.068635969,2.6809435849e-06,7.24265328461e-06,0.166029083033,Dual specificity mitogen-activated protein kinase kinase 4
33155,CHEMBL2899,2016,0.0,0.0,234,0,373003.0,1151,324.068635969,0.0,7.35089072945e-17,1.0645679158e-13,Brain adenylate cyclase 1
33371,CHEMBL2918,2016,0.0,1.0,161,0,373003.0,1151,324.068635969,2.6809435849e-06,2.64355102077e-06,0.0658199496875,cAMP-dependent protein kinase beta-1 catalytic subunit
33695,CHEMBL2955,2016,0.0,23.0,560,0,373003.0,1151,324.068635969,6.16617024528e-05,4.41166208716e-05,0.184330126997,Sphingosine 1-phosphate receptor Edg-5
33938,CHEMBL299,2016,0.0,64.0,2638,0,373003.0,1151,324.068635969,0.000171580389434,0.00019973499295,0.161492594347,Protein kinase C alpha
34613,CHEMBL3046,2016,0.0,4.0,214,0,373003.0,1151,324.068635969,1.07237743396e-05,9.18182611279e-06,0.0354873753498,Sialidase 3
34640,CHEMBL3047,2016,0.0,0.0,111,0,373003.0,1151,324.068635969,0.0,7.39994557467e-06,0.0160331233611,Hypoxia-inducible factor prolyl 4-hydroxylase
34748,CHEMBL3060,2016,0.0,0.0,534,0,373003.0,1151,324.068635969,0.0,2.23713501556e-05,0.187033164426,Glycine transporter 2
34775,CHEMBL3068,2016,0.0,0.0,307,0,373003.0,1151,324.068635969,0.0,7.15488730546e-17,8.52956981806e-13,Neuronal acetylcholine receptor subunit alpha-3
35261,CHEMBL3092,2016,0.0,3.0,129,0,373003.0,1151,324.068635969,8.04283075471e-06,6.41912042049e-06,0.0192998114023,Cathepsin E
35369,CHEMBL3102,2016,0.0,0.0,130,0,373003.0,1151,324.068635969,0.0,8.83429686136e-07,0.00284453670032,Dopamine beta-hydroxylase
37016,CHEMBL3171,2016,0.0,0.0,250,0,373003.0,1151,324.068635969,0.0,7.30862378538e-17,6.80074688839e-14,Folylpoly-gamma-glutamate synthetase
37124,CHEMBL3176,2016,0.0,2.0,226,0,373003.0,1151,324.068635969,5.36188716981e-06,5.82028652524e-06,0.102628341638,Galanin receptor 2
37313,CHEMBL3189,2016,0.0,0.0,122,0,373003.0,1151,324.068635969,0.0,7.30244044487e-17,4.07111054801e-13,Adenylate cyclase type V
37340,CHEMBL3190,2016,0.0,0.0,237,0,373003.0,1151,324.068635969,0.0,4.77415843595e-07,0.00423384908742,"Glutamate receptor ionotropic, AMPA 4"
37475,CHEMBL3201,2016,0.0,27.0,243,0,373003.0,1151,324.068635969,7.23854767924e-05,2.43274099423e-05,0.123648559936,Aryl hydrocarbon receptor
37502,CHEMBL3202,2016,0.0,25.0,911,0,373003.0,1151,324.068635969,6.70235896226e-05,6.75847307035e-05,0.194154189971,Prolyl endopeptidase
37529,CHEMBL321,2016,0.0,63.0,4237,0,373003.0,1151,324.068635969,0.000168899445849,0.000210150171835,0.150774352013,Matrix metalloproteinase 9
38042,CHEMBL3228,2016,0.0,5.0,196,0,373003.0,1151,324.068635969,1.34047179245e-05,1.66261853716e-05,0.176621625905,Metabotropic glutamate receptor 8
38069,CHEMBL3230,2016,0.0,6.0,592,0,373003.0,1151,324.068635969,1.60856615094e-05,1.42390887905e-05,0.0853094536723,Sphingosine 1-phosphate receptor Edg-6
38447,CHEMBL3243,2016,0.0,0.0,484,0,373003.0,1151,324.068635969,0.0,1.07048545318e-05,0.034473162053,Leukocyte common antigen
38501,CHEMBL3250,2016,0.0,0.0,414,0,373003.0,1151,324.068635969,0.0,2.6131188062e-05,0.155992983184,Lysophosphatidic acid receptor Edg-7
38933,CHEMBL3272,2016,0.0,0.0,246,0,373003.0,1151,324.068635969,0.0,5.84052740286e-06,0.111569098517,Cathepsin L2
39095,CHEMBL3286,2016,0.0,55.0,1741,0,373003.0,1151,324.068635969,0.00014745189717,0.000104223105876,0.0716280362285,Urokinase-type plasminogen activator
39608,CHEMBL3305,2016,0.0,0.0,322,0,373003.0,1151,324.068635969,0.0,7.27965525859e-17,8.31756672835e-14,Testis-specific androgen-binding protein
39635,CHEMBL3308,2016,0.0,0.0,591,0,373003.0,1151,324.068635969,0.0,2.21570554217e-05,0.0679609192729,Caspase-6
39986,CHEMBL3311,2016,0.0,0.0,185,0,373003.0,1151,324.068635969,0.0,7.3596998721e-17,1.94890217579e-13,LDL receptor
41336,CHEMBL3378,2016,0.0,0.0,148,0,373003.0,1151,324.068635969,0.0,3.05545031234e-06,0.0253287412068,Tumor necrosis factor receptor R1
41390,CHEMBL3381,2016,0.0,0.0,101,0,373003.0,1151,324.068635969,0.0,7.16123765356e-07,0.0235150521806,Small conductance calcium-activated potassium channel protein 3
41660,CHEMBL3396,2016,0.0,0.0,600,0,373003.0,1151,324.068635969,0.0,4.56196745691e-06,0.00498505274023,DNA topoisomerase II beta
42767,CHEMBL3430761,2016,0.0,0.0,156,0,373003.0,1151,324.068635969,0.0,7.28719385182e-17,1.23125735278e-12,Inactive serine/threonine-protein kinase VRK3
42956,CHEMBL344,2016,0.0,135.0,5095,0,373003.0,1151,324.068635969,0.000361927383962,0.000302158443141,0.190306369001,Melanin-concentrating hormone receptor 1
43037,CHEMBL3473,2016,0.0,0.0,1621,0,373003.0,1151,324.068635969,0.0,2.43559915699e-05,0.0397987575046,C-C chemokine receptor type 3
43685,CHEMBL3526,2016,0.0,0.0,197,0,373003.0,1151,324.068635969,0.0,8.83429686137e-07,0.00599046900277,Muscle glycogen phosphorylase
43820,CHEMBL3542,2016,0.0,1.0,110,0,373003.0,1151,324.068635969,2.6809435849e-06,4.31750694563e-06,0.162365668869,Serine/threonine-protein kinase NIM1
43847,CHEMBL3542435,2016,0.0,0.0,210,0,373003.0,1151,324.068635969,0.0,1.43224753064e-06,0.0117703915039,UDP-glucuronosyltransferase 1-3
43901,CHEMBL3544,2016,0.0,0.0,145,0,373003.0,1151,324.068635969,0.0,7.25048556147e-17,2.65858941869e-12,Orphan nuclear receptor LRH-1
44198,CHEMBL3568,2016,0.0,32.0,1565,0,373003.0,1151,324.068635969,8.57901947169e-05,6.8080691188e-05,0.126827774142,"Nitric-oxide synthase, brain"
44927,CHEMBL3589,2016,0.0,0.0,975,0,373003.0,1151,324.068635969,0.0,4.90823570645e-05,0.140576391694,Adenosine kinase
44954,CHEMBL3590,2016,0.0,14.0,465,0,373003.0,1151,324.068635969,3.75332101887e-05,4.03803013247e-05,0.159113076255,Hormone sensitive lipase
45035,CHEMBL3593,2016,0.0,22.0,301,0,373003.0,1151,324.068635969,5.89807588679e-05,1.61774372476e-05,0.189149915465,Lanosterol synthase
45413,CHEMBL3616,2016,0.0,10.0,895,0,373003.0,1151,324.068635969,2.6809435849e-05,9.56017285573e-05,0.19879959383,Protein kinase C eta
45629,CHEMBL3619,2016,0.0,0.0,272,0,373003.0,1151,324.068635969,0.0,3.84584369163e-06,0.0132269436442,UDP-glucuronosyltransferase 1A4
46277,CHEMBL3636,2016,0.0,0.0,233,0,373003.0,1151,324.068635969,0.0,7.28107403877e-17,2.57001400951e-13,Neuromedin B receptor
46763,CHEMBL3663,2016,0.0,0.0,569,0,373003.0,1151,324.068635969,0.0,1.83865109208e-05,0.0526424462148,Growth factor receptor-bound protein 2
46898,CHEMBL3683,2016,0.0,0.0,337,0,373003.0,1151,324.068635969,0.0,5.49341553263e-06,0.0127982251261,Glutamate receptor ionotropic kainate 2
47033,CHEMBL3706,2016,0.0,29.0,2549,0,373003.0,1151,324.068635969,7.77473639622e-05,8.58453183476e-05,0.0840325975827,ADAM17
48140,CHEMBL3724,2016,0.0,0.0,335,0,373003.0,1151,324.068635969,0.0,2.47938590033e-05,0.185757153883,Lysophosphatidic acid receptor Edg-4
48329,CHEMBL3735,2016,0.0,0.0,210,0,373003.0,1151,324.068635969,0.0,6.76745443538e-17,2.02764749908e-13,Vascular cell adhesion protein 1
49625,CHEMBL3785,2016,0.0,3.0,1523,0,373003.0,1151,324.068635969,8.04283075471e-06,3.76481397452e-05,0.114680446158,Hydroxycarboxylic acid receptor 2
50138,CHEMBL3817,2016,0.0,0.0,119,0,373003.0,1151,324.068635969,0.0,6.86926779564e-17,1.98988390791e-12,Bcl2-antagonist of cell death (BAD)
50273,CHEMBL3819,2016,0.0,0.0,470,0,373003.0,1151,324.068635969,0.0,3.35794177453e-05,0.178801831114,Lysophosphatidic acid receptor Edg-2
50543,CHEMBL3830,2016,0.0,0.0,204,0,373003.0,1151,324.068635969,0.0,2.83811097734e-06,0.0634072613424,Adaptor-associated kinase
50813,CHEMBL3856,2016,0.0,0.0,232,0,373003.0,1151,324.068635969,0.0,6.81827641222e-17,2.34330417474e-13,Brain glycogen phosphorylase
51218,CHEMBL3891,2016,0.0,0.0,975,0,373003.0,1151,324.068635969,0.0,2.26324562407e-05,0.0235382794722,Calpain 1
51326,CHEMBL3898,2016,0.0,0.0,428,0,373003.0,1151,324.068635969,0.0,6.76474392995e-17,1.967952152e-13,Bone morphogenetic protein 1
51353,CHEMBL3900,2016,0.0,0.0,143,0,373003.0,1151,324.068635969,0.0,1.26364179307e-05,0.035224014982,Leukocyte proteinase 3
51596,CHEMBL3913,2016,0.0,0.0,152,0,373003.0,1151,324.068635969,0.0,7.02331628852e-06,0.132679153178,Complement C1s
51623,CHEMBL3918,2016,0.0,3.0,270,0,373003.0,1151,324.068635969,8.04283075471e-06,6.2146796927e-06,0.0631872288015,Receptor-type tyrosine-protein phosphatase alpha
51704,CHEMBL3922,2016,0.0,11.0,940,0,373003.0,1151,324.068635969,2.94903794339e-05,3.18344439142e-05,0.0851851087856,Methionine aminopeptidase 2
51731,CHEMBL3923,2016,0.0,0.0,279,0,373003.0,1151,324.068635969,0.0,6.92811540965e-17,2.45758539886e-13,Nischarin
51812,CHEMBL3938,2016,0.0,6.0,418,0,373003.0,1151,324.068635969,1.60856615094e-05,1.45697147115e-05,0.156081071191,Serine/threonine-protein kinase 16
52001,CHEMBL3965,2016,0.0,0.0,175,0,373003.0,1151,324.068635969,0.0,1.35797791657e-05,0.0090444531778,Leucine aminopeptidase
52028,CHEMBL3969,2016,0.0,0.0,429,0,373003.0,1151,324.068635969,0.0,9.89094468171e-06,0.0991443784439,Carbonic anhydrase VB
52136,CHEMBL3975,2016,0.0,0.0,638,0,373003.0,1151,324.068635969,0.0,2.35263154995e-05,0.159068451421,"Fructose-1,6-bisphosphatase"
52163,CHEMBL3976,2016,0.0,31.0,1931,0,373003.0,1151,324.068635969,8.3109251132e-05,9.78391502767e-05,0.175505859349,Dipeptidyl peptidase II
52379,CHEMBL3984,2016,0.0,0.0,205,0,373003.0,1151,324.068635969,0.0,1.72672409266e-06,0.0391206349028,Tyrosine- and threonine-specific cdc2-inhibitory kinase
52595,CHEMBL4004,2016,0.0,7.0,214,0,373003.0,1151,324.068635969,1.87666050943e-05,8.68616705273e-06,0.17615483047,Phosphorylase kinase gamma subunit 1
52730,CHEMBL4018,2016,0.0,3.0,828,0,373003.0,1151,324.068635969,8.04283075471e-06,8.27190965028e-05,0.15111019843,Neuropeptide Y receptor type 2
53000,CHEMBL4050,2016,0.0,1.0,164,0,373003.0,1151,324.068635969,2.6809435849e-06,3.04669725028e-06,0.0613778815038,FK506 binding protein 4
53135,CHEMBL4068,2016,0.0,0.0,641,0,373003.0,1151,324.068635969,0.0,3.59063438236e-05,0.0921103357681,Chymase
53216,CHEMBL4071,2016,0.0,0.0,478,0,373003.0,1151,324.068635969,0.0,1.59724607498e-05,0.029069609239,Cathepsin G
53351,CHEMBL4080,2016,0.0,0.0,676,0,373003.0,1151,324.068635969,0.0,2.24276943625e-05,0.144846084008,Bombesin receptor subtype-3
53378,CHEMBL4081,2016,0.0,0.0,293,0,373003.0,1151,324.068635969,0.0,8.83219310523e-06,0.120286150334,Coagulation factor III
53702,CHEMBL4135,2016,0.0,0.0,105,0,373003.0,1151,324.068635969,0.0,7.18758277722e-17,5.42738315244e-13,Geranylgeranyl transferase type I beta subunit
54107,CHEMBL4176,2016,0.0,0.0,299,0,373003.0,1151,324.068635969,0.0,4.29674259177e-06,0.0137414636522,Alpha-L-fucosidase I
54215,CHEMBL4183,2016,0.0,0.0,134,0,373003.0,1151,324.068635969,0.0,7.17741838185e-17,1.60365275319e-12,P-selectin glycoprotein ligand 1
54404,CHEMBL4202,2016,0.0,3.0,378,0,373003.0,1151,324.068635969,8.04283075471e-06,8.7768150817e-06,0.0931777178958,Serine/threonine-protein kinase 2
54755,CHEMBL4234,2016,0.0,3.0,727,0,373003.0,1151,324.068635969,8.04283075471e-06,6.85738643245e-06,0.0438123254104,Estradiol 17-beta-dehydrogenase 3
55079,CHEMBL4267,2016,0.0,2.0,302,0,373003.0,1151,324.068635969,5.36188716981e-06,7.69568270535e-06,0.121544445358,TGF-beta receptor type II
55619,CHEMBL4312,2016,0.0,0.0,164,0,373003.0,1151,324.068635969,0.0,1.43224753064e-06,0.0373914256803,Serine/threonine-protein kinase 36
55754,CHEMBL4328,2016,0.0,0.0,159,0,373003.0,1151,324.068635969,0.0,7.16123765291e-06,0.129251439725,Betaine--homocysteine S-methyltransferase 1
56105,CHEMBL4370,2016,0.0,0.0,778,0,373003.0,1151,324.068635969,0.0,6.84826011714e-06,0.0175735557801,UDP-glucuronosyltransferase 2B7
56267,CHEMBL4383,2016,0.0,0.0,176,0,373003.0,1151,324.068635969,0.0,2.28642551982e-06,0.0607455886782,Gastric inhibitory polypeptide receptor
56321,CHEMBL4388,2016,0.0,0.0,134,0,373003.0,1151,324.068635969,0.0,3.11408656562e-06,0.0104218097063,Thymidylate kinase
